chr	start	end	motif1.distancePeakMax	motif1.score	motif2.distancePeakMax	motif2.score
chr3	42631825	42632825	-11	87.2	-61	81.8
chr2	220093904	220094904	-19	93.8	61	78.2
chr1	53791586	53792586	-11	98.0	-58	91.0
chr1	43824111	43825111	-11	89.6	-56	88.4
chr14	69445615	69446615	-11	90.7	32	84.0
chr1	32757126	32758126	-18	96.2	-302	91.9
chr3	10636273	10637273	18	89.2	60	87.4
chr14	53018956	53019956	82	95.0	-149	94.9
chr17	80656160	80657160	176	89.9	105	88.4
chr6	38670488	38671488	-23	90.1	13	89.5
chr19	6603669	6604669	15	89.9	78	86.0
chr13	53029051	53030051	-270	92.6	-10	92.2
chr16	9184816	9185816	-14	88.0	-48	85.1
chr6	37225010	37226010	-26	88.0	8	87.2
chr1	156307688	156308688	-72	88.4	-53	84.5
chr16	3332828	3333828	56	90.9	-295	90.6
chr22	24180827	24181827	121	94.4	48	93.2
chr12	54752617	54753617	-53	98.5	-11	94.3
chr4	175203925	175204925	4	91.7	201	83.1
chr7	149534891	149535891	-24	92.5	-136	91.0
chr19	21202899	21203899	-19	95.9	10	91.2
chr17	25415918	25416918	-6	96.0	80	96.0
chr19	796862	797862	5	92.2	-56	87.6
chr1	202310656	202311656	-21	94.3	30	87.9
chr6	36416538	36417538	-42	94.7	-66	94.7
chr6	30684600	30685600	10	93.2	175	87.1
chr17	38210190	38211190	-10	90.3	16	88.6
chr6	42951765	42952765	12	90.4	-40	88.6
chr2	43822759	43823759	-2	89.7	-17	82.0
chr7	104653079	104654079	23	96.7	-14	85.7
chr9	130829237	130830237	461	88.2	57	85.4
chr11	3818378	3819378	307	98.5	197	85.4
chr1	29676240	29677240	29	96.2	-51	90.1
chr4	7121720	7122720	84	94.3	8	90.8
chr15	89631048	89632048	44	87.3	-330	82.1
chr16	2932313	2933313	347	98.3	-32	91.9
chr6	33893943	33894943	15	93.3	354	83.0
chr1	167690667	167691667	10	94.0	468	84.6
chr17	79650370	79651370	-14	95.0	15	92.4
chr19	1040642	1041642	-24	96.0	12	92.0
chr6	13406763	13407763	-12	94.6	-228	89.5
chr6	164092131	164093131	-12	96.7	-382	82.4
chr22	20008045	20009045	-32	85.3	18	81.6
chr4	15715911	15716911	-14	92.7	73	81.6
chr7	64125940	64126940	-7	93.7	22	91.2
chr19	14247202	14248202	-162	95.2	-249	94.4
chr2	224505513	224506513	12	94.8	85	77.7
chr19	10362060	10363060	44	95.2	16	90.3
chr1	36022821	36023821	-6	92.9	26	79.8
chr7	106808854	106809854	-18	91.5	22	89.3
chr9	130503907	130504907	15	97.7	350	81.2
chr7	142984733	142985733	-7	91.1	112	88.0
chr20	45567311	45568311	44	97.9	8	86.7
chr2	160792683	160793683	-2	91.9	340	79.9
chr19	13944047	13945047	39	96.6	3	82.1
chr17	77770550	77771550	3	94.7	467	85.3
chr12	56367172	56368172	-5	85.3	-110	83.6
chr19	42900701	42901701	-47	91.6	-15	86.4
chr9	35102752	35103752	-17	92.7	376	86.0
chr1	45139792	45140792	-137	89.1	20	88.3
chr16	70323007	70324007	-51	96.5	4	85.0
chr21	45174564	45175564	146	91.8	18	91.6
chr5	177630953	177631953	9	92.4	-34	92.1
chr22	37171755	37172755	192	97.7	-58	89.2
chr19	11849347	11850347	14	94.2	191	79.0
chr6	20401452	20402452	-88	94.2	-26	91.4
chr11	62598739	62599739	413	96.5	36	94.3
chr16	420054	421054	15	86.3	273	79.3
chr7	100825421	100826421	62	91.3	-44	89.1
chr1	24741675	24742675	-26	84.8	49	84.6
chr17	79196325	79197325	139	88.3	54	88.0
chr1	228645144	228646144	13	97.6	87	94.6
chr17	46184346	46185346	18	93.5	56	84.9
chr5	153824984	153825984	-38	85.3	145	83.4
chr12	57472148	57473148	-15	93.0	201	88.0
chr1	121484677	121485677	-478	81.7	-298	77.0
chr1	46712859	46713859	2	90.8	-62	89.3
chr9	123476359	123477359	54	96.5	-11	94.9
chr7	120590271	120591271	-17	89.1	-462	83.8
chr16	4665859	4666859	2	89.6	61	86.9
chrX	117604474	117605474	14	91.9	-93	91.9
chr7	65215483	65216483	-26	94.1	-295	82.7
chr17	17652918	17653918	14	91.2	127	84.2
chr8	71313906	71314906	25	92.8	-16	84.9
chr5	176738878	176739878	15	89.0	-209	84.6
chr19	14379565	14380565	-14	93.0	-441	81.0
chr3	156272562	156273562	15	85.2	-25	84.9
chr10	101379785	101380785	128	95.0	261	94.3
chr1	55240491	55241491	-27	98.2	28	85.3
chr20	17662519	17663519	66	96.9	-38	93.7
chr5	179718604	179719604	1	96.7	34	86.5
chr17	17294552	17295552	-8	95.0	16	94.7
chr22	43795042	43796042	15	91.6	-460	83.8
chr14	23388063	23389063	-99	97.9	34	96.5
chr1	112281605	112282605	-24	95.6	6	95.1
chr1	20987582	20988582	46	92.9	-31	84.1
chr15	90118151	90119151	-10	92.6	-95	90.3
chr20	56293229	56294229	-71	89.8	-7	88.5
chr8	10507063	10508063	-6	98.4	273	81.3
chr2	71453756	71454756	232	99.7	148	91.9
chr9	35072172	35073172	2	98.2	73	94.8
chr18	60742042	60743042	1	90.6	-161	82.8
chr19	46273465	46274465	-22	96.8	138	92.6
chr1	38324885	38325885	-32	89.7	7	87.2
chr2	36845215	36846215	-12	90.8	-449	87.9
chr17	27139062	27140062	-18	88.4	17	80.0
chr11	69001974	69002974	11	96.3	-46	92.5
chr1	12155744	12156744	-42	96.7	21	96.5
chr9	135848796	135849796	-13	98.8	58	98.2
chr19	49223548	49224548	45	85.7	-430	81.8
chr6	159527415	159528415	16	98.3	50	88.2
chr7	44835644	44836644	56	94.1	-240	81.0
chr11	45667858	45668858	-12	88.1	-394	82.2
chr11	134093442	134094442	28	92.9	-37	92.7
chr16	103180	104180	82	91.1	25	87.1
chr18	55101981	55102981	156	83.6	49	80.7
chr9	100499430	100500430	16	98.2	-16	92.9
chr20	62495989	62496989	38	92.0	-9	86.1
chr22	41864223	41865223	23	90.3	-86	80.2
chr3	128206341	128207341	13	95.5	-23	94.6
chr14	76126771	76127771	10	97.0	65	89.5
chr7	74072399	74073399	-80	98.4	38	87.6
chr16	84651249	84652249	-5	93.9	26	89.7
chr1	154974182	154975182	10	94.0	317	88.2
chrX	153059080	153060080	35	94.7	-16	89.5
chr16	78036570	78037570	16	96.9	-89	80.5
chr2	9770781	9771781	-45	96.2	86	83.3
chr2	61765013	61766013	51	97.3	380	97.3
chr19	14606537	14607537	-43	98.4	204	95.2
chr7	8007789	8008789	57	89.6	-12	89.4
chr22	23358384	23359384	-108	95.2	37	90.4
chr7	75367838	75368838	16	90.6	-475	84.3
chr1	53168276	53169276	29	90.2	-45	89.0
chr19	19976141	19977141	-51	92.7	-22	91.2
chr1	247267232	247268232	15	94.6	-14	80.8
chr3	50604689	50605689	30	95.4	472	81.7
chr1	3540977	3541977	51	89.6	-41	88.3
chr2	37753184	37754184	-11	95.1	386	83.5
chr4	140003749	140004749	-55	91.0	467	77.2
chr2	74880795	74881795	17	96.2	46	86.0
chr2	113521771	113522771	-17	93.3	98	86.5
chr7	31032907	31033907	-25	94.7	-1	94.4
chr12	132126419	132127419	-16	95.2	51	93.3
chr17	46622045	46623045	-11	82.1	-262	78.6
chr7	139026024	139027024	14	92.8	-290	82.4
chr20	1065836	1066836	14	98.6	294	79.2
chr18	9911940	9912940	16	94.7	40	94.7
chr12	122204038	122205038	-63	99.3	10	96.1
chr10	104503013	104504013	15	90.2	101	83.4
chr19	11601600	11602600	-492	93.3	-13	91.2
chr6	28983330	28984330	-43	94.7	-330	93.3
chr3	38206151	38207151	43	85.4	118	81.6
chr3	179280150	179281150	13	99.4	-38	93.9
chr6	26197081	26198081	-16	95.6	279	95.5
chr15	52943783	52944783	15	92.4	-444	81.4
chr16	84224157	84225157	43	95.4	2	90.9
chr17	41623392	41624392	9	96.5	-166	88.4
chr3	185826439	185827439	214	97.5	44	96.5
chr18	33644079	33645079	65	94.7	41	93.0
chr11	126138434	126139434	-35	91.6	66	90.0
chr16	4316046	4317046	-24	93.4	8	89.8
chr3	48129985	48130985	-6	94.4	36	89.3
chr15	69817561	69818561	20	86.5	-23	86.2
chr16	57219565	57220565	88	89.6	-7	84.7
chr17	73042644	73043644	-4	88.0	122	86.4
chr1	26361468	26362468	13	95.5	-454	83.4
chr22	45998302	45999302	12	96.2	-23	92.0
chr3	128224322	128225322	16	94.3	-188	75.6
chr15	77891864	77892864	50	99.7	14	89.2
chr12	123717297	123718297	72	95.5	-301	93.3
chr7	27702152	27703152	-13	94.8	24	89.8
chr16	28890823	28891823	16	96.5	-39	82.2
chr1	235110686	235111686	15	96.2	174	91.3
chr11	11005538	11006538	-19	88.9	70	84.6
chr19	2900257	2901257	117	93.9	-23	90.4
chr12	51419704	51420704	22	92.1	-10	90.8
chr19	2840876	2841876	39	95.9	7	91.5
chr20	30192507	30193507	3	93.9	171	83.5
chr1	27191198	27192198	4	96.5	-47	90.9
chr12	124604182	124605182	-50	95.3	-14	92.4
chr17	40729285	40730285	14	94.6	-440	83.7
chr16	23238508	23239508	34	95.4	4	94.4
chr1	201123117	201124117	15	87.1	-448	79.3
chr10	28591629	28592629	12	95.1	46	91.8
chr19	45803501	45804501	16	97.1	85	89.4
chr19	39034230	39035230	-9	90.2	-84	88.6
chr12	107486868	107487868	8	88.8	290	88.5
chr5	137667103	137668103	-26	85.0	-180	83.1
chr19	13048811	13049811	21	89.7	-97	88.8
chr7	98087095	98088095	-13	99.7	313	79.8
chr12	113628328	113629328	-47	95.9	329	84.8
chr16	16142692	16143692	12	98.4	-21	88.3
chr19	38494852	38495852	397	96.2	-49	89.7
chr17	39942619	39943619	137	93.6	36	90.1
chrX	71400911	71401911	22	90.5	45	88.4
chr19	4284149	4285149	59	87.9	174	84.4
chr15	93425157	93426157	-32	90.1	177	88.8
chr6	150067206	150068206	9	94.6	-189	82.4
chr19	45972590	45973590	6	98.3	-412	95.5
chr17	79438727	79439727	55	98.2	-15	92.9
chr17	79460298	79461298	54	99.5	-271	88.6
chr16	30582970	30583970	40	91.6	7	85.6
chr19	36138583	36139583	-17	82.5	19	81.3
chr11	3399953	3400953	24	96.2	-5	90.8
chr5	179159242	179160242	16	99.6	-403	83.1
chr20	40246596	40247596	145	94.2	31	84.1
chr17	59940458	59941458	-21	89.5	47	88.2
chr17	61698938	61699938	231	92.1	17	91.5
chr19	48971847	48972847	86	95.1	15	90.4
chr19	17857895	17858895	-12	95.0	31	87.9
chr19	42723906	42724906	15	96.5	43	91.7
chr10	103878997	103879997	41	99.1	-16	96.2
chr5	777212	778212	18	96.4	66	91.2
chr5	108084046	108085046	-4	95.1	-88	92.0
chr17	60142826	60143826	15	90.8	248	78.9
chr6	107076934	107077934	-49	89.3	-8	87.9
chr16	16237464	16238464	18	92.7	53	79.3
chr19	45180000	45181000	28	99.3	-49	95.3
chr6	52149254	52150254	-132	93.1	-95	92.1
chr2	20709459	20710459	-11	95.4	-381	81.0
chr1	151226661	151227661	37	90.4	17	89.7
chr13	108603185	108604185	14	94.7	38	91.9
chr12	54552666	54553666	5	88.3	-29	82.6
chr1	226508341	226509341	-42	95.8	-18	94.7
chr8	144691438	144692438	25	95.1	-99	93.1
chr9	136343772	136344772	50	91.8	14	85.8
chr5	7868694	7869694	6	92.4	35	84.1
chr9	133587650	133588650	2	93.8	45	88.3
chr6	116891976	116892976	33	83.9	423	82.5
chr3	172467984	172468984	-23	92.9	33	90.7
chr3	10276279	10277279	-45	95.5	-9	94.0
chr3	50365190	50366190	13	97.0	45	90.7
chr16	2478719	2479719	126	93.9	-18	92.1
chr17	42422095	42423095	-15	95.1	15	92.7
chr8	30505629	30506629	-10	94.6	-38	93.5
chr22	24372500	24373500	32	98.6	2	94.7
chr1	8877298	8878298	55	97.2	17	82.0
chr19	39615800	39616800	-8	93.2	8	88.9
chr6	10741583	10742583	-53	95.0	-29	94.7
chr10	70747924	70748924	2	91.9	-272	82.0
chr19	12405215	12406215	14	90.3	-262	84.1
chr19	10662933	10663933	15	96.5	-17	90.0
chr6	31820017	31821017	30	94.7	6	93.0
chr19	11750044	11751044	-22	96.2	-216	78.2
chr11	65600860	65601860	-11	88.5	-41	87.6
chr1	41445120	41446120	0	90.3	32	87.5
chr19	5436333	5437333	15	94.5	-32	90.3
chr17	66031308	66032308	-12	98.1	-43	89.1
chr19	49938115	49939115	-13	91.9	59	90.2
chr19	21182156	21183156	5	94.2	33	93.9
chr13	73632506	73633506	14	87.7	73	86.9
chr19	44132775	44133775	-1	94.6	-447	86.0
chr11	118927579	118928579	-92	88.7	-163	86.2
chr11	34459913	34460913	-14	98.0	35	97.9
chr1	54204463	54205463	11	89.5	390	81.2
chrX	3732521	3733521	13	86.0	94	85.1
chr19	45873460	45874460	-12	91.7	81	91.4
chr4	83821234	83822234	16	96.4	46	93.1
chr11	117198019	117199019	271	87.3	-200	84.2
chr19	33184030	33185030	-8	94.7	-32	94.7
chr16	50775275	50776275	136	91.7	-54	90.4
chr9	5841694	5842694	49	95.0	25	94.7
chr1	26632651	26633651	17	98.2	91	86.5
chr11	119204603	119205603	78	93.7	40	90.9
chr9	124855131	124856131	489	82.3	16	80.5
chr6	33216612	33217612	-27	97.4	96	90.3
chr16	67217129	67218129	-47	90.5	-6	89.6
chr16	28961745	28962745	-167	92.5	-58	88.1
chr11	57434431	57435431	344	92.9	-21	88.1
chr17	12920858	12921858	1	98.5	51	86.6
chr6	80246696	80247696	3	92.2	86	90.8
chr19	58912309	58913309	-126	95.2	15	95.0
chr6	19999594	20000594	-14	86.8	-451	84.8
chr7	84510229	84511229	-50	94.7	-74	93.0
chr1	145469900	145470900	45	86.3	26	85.7
chr1	205781889	205782889	-2	96.3	154	83.7
chr19	42784135	42785135	34	98.1	4	96.8
chr9	123638267	123639267	15	96.1	164	77.3
chr11	13298589	13299589	110	93.4	64	92.1
chr5	89705098	89706098	198	91.9	89	88.9
chr20	58508261	58509261	23	91.6	-9	88.6
chr1	43389509	43390509	56	93.7	4	86.7
chr12	110010971	110011971	84	100.0	-27	91.8
chr12	120638501	120639501	-41	97.6	-10	87.0
chr2	171018094	171019094	-17	99.6	-333	88.4
chr6	43796155	43797155	-18	98.1	73	92.6
chr16	31884568	31885568	-4	94.3	-33	93.9
chr19	11805341	11806341	4	94.2	-31	75.3
chr2	27603268	27604268	-13	95.2	387	85.8
chr1	180182239	180183239	-10	96.2	-278	78.3
chr20	731104	732104	15	84.2	-162	80.0
chrX	135962493	135963493	14	95.0	-394	79.3
chr5	1137902	1138902	33	94.7	57	91.9
chr9	101279655	101280655	-80	96.5	-22	92.7
chr1	182360474	182361474	15	94.8	77	86.2
chr19	56027987	56028987	15	91.4	-486	83.2
chr19	11877284	11878284	0	94.2	-262	80.1
chr7	101229059	101230059	15	92.1	-422	87.4
chr12	96252172	96253172	11	91.2	-14	90.1
chr19	8443866	8444866	56	93.0	32	92.7
chr1	236958043	236959043	-2	91.5	-50	90.7
chr11	129872405	129873405	144	99.5	-104	89.1
chr17	74236131	74237131	29	95.5	-11	91.4
chr19	8407758	8408758	-47	89.7	128	83.1
chr19	36076522	36077522	-9	96.0	-76	96.0
chr17	80250224	80251224	-15	90.0	-30	90.0
chr7	1177470	1178470	-18	93.4	16	82.9
chr16	87421611	87422611	-6	90.0	-336	80.2
chr16	49601611	49602611	-13	99.6	-81	93.7
chrX	153656402	153657402	50	88.1	-28	87.7
chr15	75932143	75933143	13	96.5	467	93.3
chr15	59396812	59397812	-84	98.5	-51	97.9
chr17	63225822	63226822	15	93.3	301	88.7
chr21	30364854	30365854	17	93.7	-89	80.1
chr9	34646146	34647146	-41	91.7	288	87.1
chr19	36119305	36120305	50	96.5	88	92.1
chr22	19131772	19132772	-22	92.4	215	80.0
chr6	31587328	31588328	431	95.8	7	84.7
chr19	20843943	20844943	-11	94.3	18	93.9
chr3	10739380	10740380	-11	95.5	-47	86.5
chr12	56727351	56728351	-3	99.1	27	96.3
chr1	29213080	29214080	-16	93.9	-34	79.1
chr19	46195347	46196347	32	92.4	-21	89.1
chr19	12551420	12552420	34	94.2	-142	80.1
chr12	56617571	56618571	13	98.2	-39	96.2
chr9	137029477	137030477	-66	91.2	95	86.3
chr9	37392027	37393027	50	90.8	16	88.8
chr16	31724049	31725049	-46	89.2	-17	88.1
chr15	45003169	45004169	-1	97.8	251	80.4
chr4	26264474	26265474	424	82.2	-251	79.1
chr19	23945217	23946217	18	92.5	-11	91.3
chr20	60841111	60842111	19	89.6	-12	88.8
chr12	58265854	58266854	-10	89.7	-305	81.9
chr17	43238601	43239601	-12	93.8	162	81.0
chr21	47604020	47605020	-389	79.7	129	78.4
chr7	155090229	155091229	28	89.9	71	86.4
chr9	99211852	99212852	27	86.3	-25	84.9
chr19	17551883	17552883	-31	99.7	-48	91.3
chr3	52570059	52571059	-15	95.3	18	92.0
chr10	80059560	80060560	14	94.7	38	94.7
chr22	38239996	38240996	-44	90.3	442	87.4
chr19	50372320	50373320	-26	94.2	-284	90.1
chr19	49216894	49217894	52	91.8	149	90.4
chr19	12250711	12251711	15	95.6	154	86.6
chr11	124981033	124982033	157	96.7	284	86.6
chr2	240322534	240323534	23	92.9	-115	91.9
chr17	16945109	16946109	59	92.9	16	91.8
chr5	137514208	137515208	28	97.4	1	82.7
chr4	55269771	55270771	-47	92.7	-12	88.8
chr2	8821622	8822622	-11	90.3	-55	87.3
chr15	84115578	84116578	-12	92.7	449	76.9
chr7	64466605	64467605	44	93.9	15	91.2
chr8	86939563	86940563	18	94.7	66	94.7
chr10	74057416	74058416	12	94.4	-32	80.7
chr12	113153931	113154931	16	93.3	-50	80.1
chr10	73556481	73557481	24	95.0	40	93.5
chr2	70417645	70418645	31	88.1	-178	80.0
chr16	53164297	53165297	-28	96.9	72	92.8
chr14	75468987	75469987	22	98.2	457	80.5
chr2	96874117	96875117	29	89.4	-1	87.1
chr7	152212361	152213361	-7	95.0	-31	94.7
chr5	137878521	137879521	41	95.1	3	94.1
chr12	111504593	111505593	-14	97.9	-51	86.5
chr18	3643569	3644569	-13	89.6	-156	88.1
chr14	64009651	64010651	2	93.1	-382	83.5
chr3	152878627	152879627	-15	91.5	-54	89.0
chr19	17400036	17401036	-50	86.8	-11	86.6
chr19	36504694	36505694	-21	93.9	20	91.4
chr22	21399617	21400617	14	85.6	271	84.7
chr19	39816611	39817611	85	96.5	149	94.8
chr5	55544550	55545550	85	95.0	37	94.7
chr16	20926800	20927800	7	88.7	-100	85.4
chr19	23869552	23870552	-17	91.2	12	90.5
chr3	33930746	33931746	15	93.7	-56	81.1
chr17	41977556	41978556	25	97.6	-11	96.9
chr2	64833838	64834838	16	94.8	-262	86.8
chr22	42475544	42476544	8	87.2	-449	85.7
chr8	144450401	144451401	7	91.2	48	86.6
chr12	108490977	108491977	40	95.0	-28	86.0
chr8	27631533	27632533	-12	96.0	-51	88.5
chr6	16226188	16227188	64	94.7	113	90.7
chr11	95522606	95523606	-125	96.3	-30	92.9
chr7	154469384	154470384	-18	95.0	6	94.7
chr3	67048029	67049029	99	96.3	-1	93.8
chr1	29839551	29840551	67	99.6	0	92.9
chr19	18203935	18204935	40	93.0	5	90.4
chr11	45615248	45616248	-28	96.6	-95	93.6
chr11	134057753	134058753	-26	90.4	-199	90.4
chr9	139743252	139744252	-28	92.5	-120	82.6
chr1	43147500	43148500	-48	90.6	-16	89.9
chr6	31794851	31795851	14	96.5	-264	93.3
chr20	30326525	30327525	22	92.2	-14	91.6
chr4	142253300	142254300	72	90.9	34	90.2
chr19	10027652	10028652	-16	93.1	-106	79.3
chr17	46047769	46048769	108	95.0	15	89.0
chr13	60737617	60738617	-177	86.5	-16	84.3
chr1	52311998	52312998	-22	94.7	26	92.7
chr1	205196480	205197480	18	96.9	-33	77.9
chr17	64977948	64978948	-75	95.0	-51	94.7
chr17	40828670	40829670	212	87.8	16	87.2
chr14	102990636	102991636	66	94.7	-22	93.2
chr1	7843789	7844789	-149	89.7	-30	86.9
chr12	117592856	117593856	-12	95.6	-30	84.5
chr7	77325148	77326148	-14	91.7	22	81.9
chr11	34379164	34380164	-34	86.8	165	81.2
chr3	14579309	14580309	-13	99.6	39	95.3
chr9	37632213	37633213	-39	93.5	-4	85.3
chr1	207692689	207693689	40	93.3	-20	89.6
chrX	15353377	15354377	-132	94.4	62	91.6
chr10	79894382	79895382	-19	91.3	13	79.9
chr11	535148	536148	-22	89.1	13	87.6
chr19	9945452	9946452	-8	92.2	-51	85.2
chr13	20437354	20438354	38	92.4	-6	88.8
chr19	20011186	20012186	-12	93.9	-473	90.8
chr3	15642603	15643603	80	91.3	207	77.7
chr19	22018525	22019525	44	93.9	15	91.2
chr5	41903683	41904683	-18	90.9	15	88.6
chr19	49496163	49497163	19	90.3	-21	86.4
chr6	43138439	43139439	-18	93.2	14	88.7
chr5	74632375	74633375	125	94.0	95	90.6
chr7	44646007	44647007	-50	86.3	-16	80.9
chr19	12035367	12036367	-6	96.3	-141	83.8
chr14	93489121	93490121	-12	94.6	296	83.1
chr22	31789598	31790598	-12	95.0	12	94.7
chr14	90920362	90921362	32	92.0	-13	91.3
chr6	4180608	4181608	-100	97.4	-51	88.9
chr21	40720836	40721836	-4	93.8	-226	93.5
chr15	63401710	63402710	18	91.0	128	87.7
chr6	28412215	28413215	-23	96.4	1	94.7
chr7	99101707	99102707	322	96.6	24	94.5
chr9	33473465	33474465	49	93.3	224	81.6
chr6	36164598	36165598	14	88.6	-66	88.4
chr20	48746226	48747226	26	95.4	-41	93.2
chr16	4944458	4945458	54	96.8	-49	90.1
chr2	73459928	73460928	76	92.1	106	91.6
chr17	72909518	72910518	30	94.7	-240	90.4
chr1	75205707	75206707	-2	94.7	22	92.7
chr14	101087857	101088857	27	86.6	-8	85.9
chr7	75946969	75947969	17	91.9	-110	85.5
chr19	2392582	2393582	5	96.0	-19	95.0
chr2	88802954	88803954	-9	94.7	-57	92.7
chr1	38397077	38398077	-324	82.0	163	80.6
chr19	58892193	58893193	-45	77.3	200	76.6
chr14	24711401	24712401	-13	92.4	-206	79.7
chr1	33937565	33938565	-82	91.7	42	85.4
chr9	130856329	130857329	-11	88.5	-79	80.1
chr22	35552010	35553010	-16	99.3	52	92.9
chr12	112562771	112563771	19	95.2	-60	89.8
chr2	9143647	9144647	-12	98.3	-44	85.8
chr19	17782390	17783390	-9	96.2	302	87.9
chr5	162887009	162888009	65	91.1	-46	90.9
chr3	195641627	195642627	15	96.1	-151	90.5
chr12	102318077	102319077	59	97.9	14	97.2
chr9	99180270	99181270	250	91.2	-11	90.3
chr19	17727854	17728854	15	92.3	82	91.8
chr21	47442104	47443104	-22	96.6	14	91.2
chr1	36851238	36852238	140	85.3	-55	82.1
chr12	116886497	116887497	-14	99.3	45	94.8
chr10	82443692	82444692	1	92.1	318	83.6
chr17	33894528	33895528	3	92.8	67	82.0
chr11	71159008	71160008	-22	92.4	23	92.4
chr19	40323871	40324871	-13	96.1	352	86.0
chr11	70116165	70117165	-2	95.1	437	79.2
chr2	39102561	39103561	18	98.0	268	82.2
chr10	115933540	115934540	-15	93.5	254	84.1
chr7	63773800	63774800	-16	95.0	12	88.1
chr19	42579690	42580690	22	92.7	55	85.6
chr13	107187589	107188589	-16	91.9	14	86.5
chr6	10719473	10720473	-3	92.7	140	90.9
chr5	172640754	172641754	-8	94.3	-57	90.7
chr9	111879794	111880794	3	90.7	257	82.3
chr5	59995497	59996497	24	92.9	-276	78.9
chr5	123986957	123987957	5	96.6	-29	92.1
chr12	52998337	52999337	-12	91.2	-445	88.0
chr14	102414115	102415115	-18	94.3	15	86.8
chr8	124072670	124073670	16	98.0	62	92.1
chr11	77705493	77706493	-22	88.5	14	83.5
chr1	14746062	14747062	-31	94.7	-7	91.3
chr19	15236164	15237164	28	93.5	141	89.9
chr22	37137120	37138120	19	85.3	-274	78.8
chr22	37581990	37582990	9	91.8	123	82.9
chr19	45829139	45830139	-17	91.1	384	90.8
chr16	87526177	87527177	16	93.6	158	87.4
chr19	49140401	49141401	132	91.7	86	91.0
chr17	79995185	79996185	18	91.4	-46	90.3
chr1	6093743	6094743	28	93.9	392	88.1
chr3	129146992	129147992	16	90.1	267	79.1
chr7	64363073	64364073	23	91.2	-6	89.9
chr4	467517	468517	2	93.2	-26	88.8
chr7	150705319	150706319	-411	94.1	-15	90.0
chr9	134000397	134001397	-17	94.5	-140	80.1
chr16	77690505	77691505	-17	96.4	-221	91.1
chr17	30058585	30059585	-81	95.0	-33	94.7
chr14	23938147	23939147	-4	92.8	114	90.7
chr2	128784494	128785494	8	94.7	-88	92.4
chr9	133376761	133377761	-8	99.3	-43	92.8
chr16	1876400	1877400	-11	98.2	-42	96.7
chr3	105587494	105588494	189	91.9	-18	90.1
chr16	79804091	79805091	48	94.0	12	84.8
chr9	130685085	130686085	-15	99.6	-46	93.3
chr19	639230	640230	9	93.8	71	92.9
chr1	25050619	25051619	81	92.7	14	90.9
chr6	20023425	20024425	-33	94.7	-57	91.3
chr11	61581667	61582667	17	96.4	84	87.5
chr19	17131311	17132311	110	96.5	40	94.8
chr12	132999485	133000485	79	95.0	39	92.7
chr10	3827163	3828163	-79	94.7	19	89.9
chr6	167040589	167041589	-224	95.4	10	91.0
chr1	111506324	111507324	5	86.7	-31	82.0
chr6	33256558	33257558	-16	94.5	-171	75.0
chr16	86587190	86588190	-39	94.7	-63	91.4
chr17	76182691	76183691	18	95.2	-13	93.8
chr8	74268285	74269285	16	89.0	286	78.4
chr7	56118892	56119892	-17	94.1	13	84.3
chr6	33377599	33378599	14	95.4	-117	84.9
chr1	150459401	150460401	-42	87.8	-73	85.0
chr1	44435043	44436043	33	80.7	63	80.4
chr19	7694120	7695120	0	95.5	-116	88.0
chr1	172501123	172502123	-15	94.4	27	86.4
chr6	36561556	36562556	15	88.4	353	87.9
chr1	70876349	70877349	-12	93.5	200	80.4
chr17	73576899	73577899	-32	94.7	-56	93.0
chr15	40732563	40733563	37	98.2	-67	97.7
chr6	33171893	33172893	-28	92.9	14	86.6
chr19	14464931	14465931	-32	96.2	3	91.5
chr1	65796186	65797186	11	94.6	-71	89.0
chr16	11438725	11439725	23	90.0	-5	89.3
chr13	31039646	31040646	-16	95.7	-47	92.2
chr20	55681023	55682023	17	95.9	52	88.3
chr1	1259577	1260577	55	96.3	38	91.9
chr15	70391556	70392556	21	93.5	-14	86.3
chr10	71184913	71185913	-381	94.6	16	90.9
chr12	125228895	125229895	18	95.1	-14	87.1
chr5	36241811	36242811	-12	99.7	212	90.2
chr16	69440520	69441520	-53	96.3	11	96.2
chr8	110551269	110552269	14	90.7	-215	83.7
chr9	37752367	37753367	-30	94.7	-103	90.7
